#{"t_start": 1767541112.093963, "env_id": "None"}
r,l,t
-4.534487,12,2352.099955
-20.0,1,2352.122649
42.328207,47,2353.013228
-20.0,1,2353.035678
73.710577,68,2354.22428
43.883305,47,2355.09574
41.368409,49,2356.055632
-20.0,1,2356.077806
7.458976,21,2356.501664
-20.0,1,2356.523825
-6.788534,11,2356.748268
3.673335,18,2357.128128
12.220598,24,2357.617815
10.14748,23,2358.034373
-20.0,1,2358.054657
-8.892181,9,2358.213682
-20.0,1,2358.233511
