#{"t_start": 1767541112.093963, "env_id": "None"}
r,l,t
-20.0,1,1012.063568
30.7308,40,1012.828831
15.985407,29,1013.354337
20.183241,33,1013.962597
97.656149,91,1015.530514
83.786458,77,1016.846845
9.515884,23,1017.263675
82.599301,79,1018.739298
13.384579,27,1019.261784
16.047967,27,1019.748473
-20.0,1,1019.768193
21.915248,32,1020.344614
-10.90092,8,1020.486559
-20.0,1,1020.505779
-4.888873,12,1020.732692
46.106746,50,1021.637265
-20.0,1,1021.656735
8.563002,23,1022.082132
7.838267,23,1022.512419
-20.0,1,1022.533775
-10.671671,8,1022.672127
-2.884784,13,1022.921526
7.671233,22,1023.294673
18.121446,30,1023.835353
-18.634057,2,1023.876223
-20.0,1,1023.896353
-3.574917,14,1024.15001
-20.0,1,1024.173398
40.773238,49,1025.084957
-20.0,1,1025.105965
3.458254,20,1025.483823
8.813371,23,1025.920735
74.477119,72,1027.281639
-20.0,1,1027.306056
-20.0,1,1027.329656
139.223331,101,1029.219286
-20.0,1,1029.241209
100.416802,88,1030.83014
-20.0,1,1030.85616
73.313573,70,1032.568282
22.394048,34,1033.358088
24.982446,36,1033.996335
-20.0,1,1034.06963
139.881804,101,1036.129307
-20.0,1,1036.149844
28.084966,38,1036.84879
14.507229,27,1037.354486
-20.0,1,1037.374571
-9.76908,9,1037.542412
30.440348,40,1038.249259
-20.0,1,1038.269248
38.317815,43,1039.088556
30.432031,37,1039.741306
37.184184,44,1040.56381
43.392956,51,1041.515286
1.646173,18,1041.851036
-20.0,1,1041.872636
-20.0,1,1041.893433
32.039723,43,1042.687137
0.49013,19,1043.046554
-10.384389,8,1043.195896
-13.05919,6,1043.315033
14.121238,25,1043.781977
-1.687246,14,1044.056296
47.11198,52,1045.007202
-4.023264,13,1045.26068
5.258535,19,1045.628928
-20.0,1,1045.649658
23.759304,36,1046.386147
12.029865,26,1046.885049
52.523636,55,1047.906105
61.168713,62,1049.074748
-20.0,1,1049.097122
-20.0,1,1049.119126
-20.0,1,1049.140796
-20.0,1,1049.162247
10.181324,24,1049.60204
-6.475582,11,1049.820802
-3.886214,13,1050.085615
-15.788606,4,1050.167811
5.952594,22,1050.584521
-20.0,1,1050.605797
25.475525,34,1051.260897
100.903793,90,1052.941979
-20.0,1,1052.963391
11.683857,24,1053.415819
-3.886537,13,1053.672433
2.106411,18,1054.0186
-20.0,1,1054.038863
-20.0,1,1054.05941
-20.0,1,1054.07947
24.723869,35,1054.777886
11.490429,24,1055.227178
-5.37598,12,1055.447377
14.705433,26,1055.940296
-20.0,1,1055.960365
-20.0,1,1055.981121
-20.0,1,1056.001366
-12.877613,6,1056.117278
-20.0,1,1056.13751
-1.409156,14,1056.402747
109.592951,95,1058.13235
108.83991,93,1059.781506
-3.581381,13,1060.021613
62.741328,59,1061.123488
-7.99474,10,1061.301288
6.062066,20,1061.672058
5.006575,21,1062.050719
-10.488711,8,1062.201159
26.316399,36,1062.870748
-2.818134,14,1063.131215
-20.0,1,1063.151504
-20.0,1,1063.171133
-20.0,1,1063.191781
-3.810436,13,1063.441635
51.09815,52,1064.423864
-20.0,1,1064.445684
-4.513897,12,1064.661852
6.084754,21,1065.058102
-20.0,1,1065.077835
66.023298,63,1066.227822
-2.229347,14,1066.491281
-20.0,1,1066.510857
-20.0,1,1066.531196
-20.0,1,1066.551479
-20.0,1,1066.573106
6.819812,23,1067.028477
-20.0,1,1067.048497
5.459228,20,1067.40689
-20.0,1,1067.427106
44.881545,48,1068.31894
-14.571314,5,1068.408842
5.061809,20,1068.757594
-20.0,1,1068.777816
-3.300293,13,1069.02868
8.245029,22,1069.444619
17.969064,30,1069.997675
138.416311,101,1071.706076
-2.757364,14,1072.000082
112.951147,97,1073.812597
29.52402,38,1074.528752
-2.004394,14,1074.78152
19.671192,30,1075.342246
-20.0,1,1075.362135
-11.23842,8,1075.503786
134.405444,101,1077.327322
-17.264113,3,1077.384546
52.802425,54,1078.376011
-20.0,1,1078.399382
7.079066,21,1078.779628
-20.0,1,1078.799581
109.684619,97,1080.511515
-20.0,1,1080.530933
-20.0,1,1080.550655
-10.365147,8,1080.698395
19.290369,31,1081.283604
-20.0,1,1081.303516
14.296652,27,1081.84279
-4.540887,13,1082.092174
61.759221,64,1083.220715
28.787995,38,1083.915223
15.900345,28,1084.423603
40.735943,45,1085.262995
-7.415667,10,1085.450927
-20.0,1,1085.472805
26.096982,34,1086.130461
43.920902,49,1087.037398
41.244014,49,1087.911617
-20.0,1,1087.932812
90.872513,85,1089.48072
-1.491588,14,1089.748026
18.493538,31,1090.33003
19.589976,32,1090.907671
29.029491,38,1091.696331
14.671134,27,1092.432759
4.051811,19,1092.781073
-4.553065,13,1093.073299
-3.520015,13,1093.338755
54.446079,61,1094.475182
90.280051,81,1095.948044
70.644088,67,1097.164668
4.94983,19,1097.505044
4.412362,19,1097.864493
-20.0,1,1097.885327
19.218268,30,1098.447173
33.677457,45,1099.24712
-20.0,1,1099.266725
-20.0,1,1099.289043
-20.0,1,1099.309325
-10.351054,8,1099.463454
-15.874116,4,1099.545184
0.730976,16,1099.861638
-20.0,1,1099.88342
69.967353,68,1101.230223
-1.928049,14,1101.492473
-10.391876,8,1101.645894
-12.796427,6,1101.756346
-20.0,1,1101.776531
3.560266,18,1102.122006
9.678434,23,1102.531567
42.840009,52,1103.525902
-20.0,1,1103.545316
77.396354,73,1104.881541
62.309325,60,1105.919707
-20.0,1,1105.939581
-20.0,1,1105.959081
0.135666,16,1106.259008
-5.188812,12,1106.471631
-20.0,1,1106.493594
44.646802,50,1107.531803
55.688667,56,1108.598747
22.605465,35,1109.225575
14.564394,26,1109.699562
-7.323904,11,1109.92535
0.28767,16,1110.221161
137.093765,101,1112.014369
-10.478317,8,1112.163222
-20.0,1,1112.183966
-4.310213,12,1112.407446
72.314225,68,1113.705601
3.129927,19,1114.069771
16.97257,27,1114.588502
-17.038836,3,1114.645293
-3.076876,13,1114.885309
0.443291,17,1115.192372
-4.695089,12,1115.410528
-8.186805,10,1115.582725
25.15504,35,1116.280083
30.8446,40,1117.006241
-20.0,1,1117.026369
3.881932,18,1117.349833
-12.85152,6,1117.463164
-3.87517,13,1117.70751
-20.0,1,1117.728234
-9.944433,9,1117.905449
24.565056,33,1118.525137
16.304081,28,1119.067783
-20.0,1,1119.091014
80.922661,74,1120.505991
-7.013261,10,1120.691514
64.096924,63,1121.959962
60.853049,59,1123.002584
-11.782077,7,1123.125408
-20.0,1,1123.145122
-6.282712,11,1123.344743
-18.590369,2,1123.385494
23.034812,34,1123.985703
-14.272332,5,1124.074342
6.982583,21,1124.439522
-20.0,1,1124.459494
88.261031,83,1126.008847
-20.0,1,1126.030344
26.272241,35,1126.682294
13.776157,27,1127.176116
27.778085,37,1127.83979
-20.0,1,1127.863839
-16.189005,4,1127.939156
26.732346,35,1128.693938
-20.0,1,1128.71441
5.279537,21,1129.101894
18.477698,30,1129.661311
-2.712569,13,1129.902963
5.063277,19,1130.284271
-4.837122,12,1130.507068
20.382917,34,1131.144114
66.881565,68,1132.362242
-20.0,1,1132.381739
1.702168,17,1132.695195
34.968484,43,1133.442307
-20.0,1,1133.461733
27.630721,35,1134.094961
8.711144,22,1134.497861
1.378692,17,1134.829787
-20.0,1,1134.856126
-20.0,1,1134.878035
10.570988,25,1135.353866
-20.0,1,1135.375339
19.336903,30,1135.972867
15.696676,27,1136.486175
-20.0,1,1136.50833
-20.0,1,1136.530681
9.96103,23,1136.966333
16.235443,28,1137.482902
66.988879,65,1138.702729
138.78387,101,1140.552831
-10.160732,8,1140.698871
-20.0,1,1140.71873
-18.654909,2,1140.757018
-20.0,1,1140.777878
83.874898,76,1142.13856
-20.0,1,1142.158373
-5.849087,11,1142.359325
42.71394,46,1143.20821
1.504213,17,1143.51451
-20.0,1,1143.533061
-9.942925,8,1143.675767
35.90688,41,1144.445869
-7.007989,10,1144.637331
-20.0,1,1144.657514
71.285659,70,1145.992937
16.878448,28,1146.519039
-20.0,1,1146.540157
-17.034566,3,1146.605728
6.021252,20,1146.98868
-20.0,1,1147.010678
8.785709,22,1147.423522
58.239152,57,1148.433222
-20.0,1,1148.453229
23.144103,33,1149.081134
-20.0,1,1149.101629
138.243137,101,1150.970349
17.230938,29,1151.590436
-17.1412,3,1151.646856
-1.900818,14,1151.970783
35.586354,44,1152.969293
-4.406751,13,1153.257618
74.61025,71,1154.643638
-10.367035,8,1154.79791
-13.325199,6,1154.921474
2.728592,18,1155.246004
-20.0,1,1155.268797
5.875962,20,1155.648974
29.804001,40,1156.41564
106.879607,94,1158.107484
-4.988849,12,1158.312819
72.809461,72,1159.603426
-20.0,1,1159.625742
-20.0,1,1159.647252
-3.578305,13,1159.90473
38.755957,44,1160.713808
58.848023,58,1161.77535
-17.106008,3,1161.845584
-20.0,1,1161.870209
25.31264,34,1162.50308
-0.002745,17,1162.847697
-20.0,1,1162.869757
92.88346,84,1164.403121
-11.549866,7,1164.525984
-2.402663,14,1164.758277
-2.908593,13,1165.00758
30.502504,37,1165.656774
-3.165327,13,1165.894898
-13.207485,6,1166.000208
-15.038672,5,1166.090613
-20.0,1,1166.110544
12.12499,24,1166.546906
-20.0,1,1166.569885
-6.291719,11,1166.77354
-20.0,1,1166.794367
39.996798,46,1167.661432
17.726226,29,1168.220576
62.831074,60,1169.363092
-2.855847,13,1169.607814
-7.352752,10,1169.792284
-10.860257,8,1169.966882
11.073769,24,1170.38189
15.836029,28,1170.867833
9.842423,23,1171.291803
-20.0,1,1171.312
3.25357,18,1171.647154
44.414108,47,1172.530075
-11.715899,7,1172.667126
-20.0,1,1172.688449
-20.0,1,1172.709402
95.965674,92,1174.421854
-20.0,1,1174.442963
11.580145,24,1174.930055
-11.447654,7,1175.058843
8.275631,23,1175.506249
-20.0,1,1175.52935
-6.245845,11,1175.738887
1.027734,17,1176.101255
24.347658,33,1176.715578
-0.056358,15,1177.000797
9.344505,24,1177.458858
-10.176466,8,1177.624893
23.471386,33,1178.273538
11.783173,26,1178.786357
13.368696,26,1179.307422
16.098835,30,1179.864476
102.754181,95,1181.616306
16.721075,28,1182.155503
76.383868,72,1183.460455
-20.0,1,1183.483473
-20.0,1,1183.504658
-20.0,1,1183.525551
-20.0,1,1183.546086
18.722486,29,1184.087018
-20.0,1,1184.111299
-10.533041,8,1184.256643
5.735757,21,1184.632203
49.534708,55,1185.711001
46.711432,51,1186.657223
47.531826,52,1187.757252
8.266115,22,1188.185064
-10.434303,8,1188.322955
-20.0,1,1188.343525
-14.298246,5,1188.435908
-20.0,1,1188.455963
1.383008,16,1188.754296
139.526962,101,1190.551249
15.417531,28,1191.058075
-20.0,1,1191.077754
-20.0,1,1191.097123
83.268021,78,1192.521841
16.85982,28,1193.025904
-6.948502,11,1193.22951
-20.0,1,1193.249351
-8.402135,10,1193.422856
14.256996,26,1193.87835
-20.0,1,1193.901198
65.344238,62,1195.009944
12.649683,26,1195.518708
-4.982326,12,1195.730742
91.016653,79,1197.173099
-20.0,1,1197.196152
28.198679,37,1197.910013
5.987295,20,1198.282825
-3.894415,13,1198.52142
5.19315,20,1198.8983
40.88798,45,1199.701056
-6.077116,11,1199.917637
-6.915924,11,1200.13718
-3.973239,13,1200.373025
-20.0,1,1200.392436
22.597408,32,1200.979996
31.039826,41,1201.738835
-20.0,1,1201.76067
31.649398,39,1202.484305
57.480233,58,1203.564479
6.987222,21,1203.960189
8.135328,21,1204.363481
-1.647041,14,1204.623711
-6.394241,11,1204.835176
11.195802,23,1205.260662
-20.0,1,1205.280645
-20.0,1,1205.300807
4.688909,19,1205.664903
31.929355,40,1206.430071
18.461627,30,1206.968995
122.821672,101,1208.728429
-20.0,1,1208.749288
93.862325,80,1210.199679
28.006239,36,1210.877163
-20.0,1,1210.899596
-20.0,1,1210.921621
-2.751861,14,1211.241753
-7.351583,10,1211.434505
-0.644459,16,1211.741452
-20.0,1,1211.761691
34.214331,42,1212.589962
84.244656,81,1214.211882
-11.620244,7,1214.358639
-20.0,1,1214.38307
-20.0,1,1214.405557
-20.0,1,1214.426882
-11.41579,7,1214.565215
-20.0,1,1214.5889
142.595074,101,1216.447144
-4.380697,12,1216.669647
-2.654057,14,1216.937561
56.02308,55,1217.957661
46.754004,50,1218.88277
-20.0,1,1218.90301
-1.587112,14,1219.149304
-20.0,1,1219.170531
37.421993,43,1219.973989
60.598934,59,1221.067005
-20.0,1,1221.088245
6.544129,20,1221.47372
-20.0,1,1221.494616
-20.0,1,1221.514763
-7.925615,10,1221.699889
17.724461,29,1222.247116
-10.656168,8,1222.388371
85.335267,78,1223.773942
31.520933,39,1224.516159
12.592295,25,1224.99298
12.289995,26,1225.484186
11.765661,24,1225.947093
6.152313,20,1226.335919
2.600149,17,1226.66512
21.618059,33,1227.288354
38.653882,46,1228.171467
92.453191,80,1229.650119
-6.629344,11,1229.880945
-10.232754,8,1230.033826
-20.0,1,1230.054874
23.513633,33,1230.697281
-11.886545,7,1230.851841
-20.0,1,1230.873359
16.179004,27,1231.33637
-20.0,1,1231.356016
-20.0,1,1231.375436
94.065939,89,1232.96409
24.894402,34,1233.561819
-20.0,1,1233.582574
-20.0,1,1233.603004
10.514687,24,1234.040282
17.867909,35,1234.661146
141.059678,101,1236.558838
-2.001037,15,1236.867435
27.861065,38,1237.600591
10.587138,24,1238.075892
-20.0,1,1238.096857
-20.0,1,1238.117921
4.55798,19,1238.470117
15.024193,26,1238.957958
71.80075,68,1240.264333
0.378299,16,1240.571549
-13.33406,6,1240.684159
68.474564,67,1241.935271
-8.227778,10,1242.118841
10.52376,23,1242.527113
-1.727427,14,1242.76669
3.271405,18,1243.099012
19.343511,30,1243.649758
-8.126689,10,1243.86428
1.847404,17,1244.18521
30.194129,38,1244.877462
97.744424,87,1246.432678
-20.0,1,1246.45376
-20.0,1,1246.474119
36.138116,42,1247.286599
-20.0,1,1247.308002
-20.0,1,1247.329502
-20.0,1,1247.350739
-20.0,1,1247.372024
29.138456,38,1248.121733
-3.846969,13,1248.379546
-20.0,1,1248.401374
-20.0,1,1248.423263
52.941604,55,1249.421201
-20.0,1,1249.440576
45.606354,49,1250.350853
42.044315,47,1251.212442
40.686154,46,1252.076959
111.034247,100,1253.974117
41.953444,45,1254.854794
108.795314,94,1256.628259
-20.0,1,1256.653505
-18.625952,2,1256.700402
5.357615,19,1257.106284
-20.0,1,1257.127595
16.061591,28,1257.663324
-20.0,1,1257.68439
1.355585,17,1258.008671
33.998862,42,1258.755828
20.064212,31,1259.411502
-20.0,1,1259.431916
36.581353,42,1260.191746
-20.0,1,1260.211254
3.687029,19,1260.566818
-11.990516,7,1260.697364
-20.0,1,1260.717025
18.400594,29,1261.272146
-20.0,1,1261.291979
-20.0,1,1261.312337
11.989388,24,1261.769899
76.203833,70,1263.076013
140.36727,101,1264.895075
-20.0,1,1264.915501
22.079945,32,1265.505155
-3.730744,14,1265.793408
-14.579839,5,1265.899914
35.572876,43,1266.676104
141.200582,101,1268.560922
22.251594,32,1269.184342
53.679509,54,1270.19443
7.049483,21,1270.566801
0.028371,17,1270.898432
88.886187,78,1272.475421
60.641867,59,1273.673393
-20.0,1,1273.693382
37.721369,43,1274.495303
144.719913,101,1276.280203
-20.0,1,1276.299075
-3.324336,14,1276.54071
-20.0,1,1276.560631
-20.0,1,1276.579884
42.862637,47,1277.444294
43.613572,53,1278.413325
23.588464,33,1278.994799
32.109794,40,1279.684012
67.223264,70,1280.942859
41.585441,47,1281.849714
138.773445,101,1283.711028
13.698655,27,1284.228595
10.129691,23,1284.666297
73.731954,72,1285.975785
63.643819,64,1287.136331
53.131672,52,1288.065097
0.216204,16,1288.349022
-20.0,1,1288.368415
-20.0,1,1288.387769
-20.0,1,1288.406629
-2.279748,14,1288.646052
-18.625065,2,1288.6837
-1.580729,16,1288.992457
-15.973058,4,1289.063294
3.505881,18,1289.390965
-20.0,1,1289.410448
20.855422,30,1289.989586
21.805618,32,1290.592564
52.260558,57,1291.617273
-9.224355,9,1291.794631
10.483523,23,1292.223276
-20.0,1,1292.24291
-20.0,1,1292.26232
-17.336449,3,1292.31658
-20.0,1,1292.336448
23.198277,32,1292.906391
8.487848,21,1293.289703
25.56848,36,1293.99022
-4.563501,13,1294.259975
104.426888,94,1296.128523
70.35906,65,1297.312584
51.421125,55,1298.349248
-20.0,1,1298.370747
-20.0,1,1298.392675
-2.596244,14,1298.665742
-1.964508,15,1298.962366
63.219366,61,1300.01465
-20.0,1,1300.035079
40.717778,48,1300.953806
-1.640996,15,1301.212874
-20.0,1,1301.234312
-16.282287,4,1301.308579
20.850656,31,1301.862014
-20.0,1,1301.882049
1.446226,17,1302.186231
28.25003,36,1302.884882
-20.0,1,1302.909827
53.828342,57,1303.982138
26.191571,34,1304.634635
48.66525,50,1305.535307
35.720086,43,1306.326875
-20.0,1,1306.347729
53.543763,53,1307.32096
-20.0,1,1307.340884
-1.858371,14,1307.606349
22.716382,35,1308.246609
-20.0,1,1308.269942
-20.0,1,1308.290874
49.034306,51,1309.212317
-20.0,1,1309.232481
-11.555501,7,1309.356321
-20.0,1,1309.37631
-20.0,1,1309.398731
-15.692378,4,1309.476664
-20.0,1,1309.497975
83.979887,78,1310.935594
37.826822,44,1311.761969
45.252789,48,1312.650208
-14.471225,5,1312.740427
-7.574968,10,1312.934861
6.517209,20,1313.304813
1.32488,16,1313.590539
-6.176643,11,1313.783625
10.607269,23,1314.286289
43.654402,48,1315.185162
-1.080095,15,1315.454872
27.104353,34,1316.094959
-20.0,1,1316.115693
-20.0,1,1316.137026
14.653675,27,1316.621096
12.664556,24,1317.0743
-0.459673,15,1317.340634
10.353222,22,1317.764072
-20.0,1,1317.788558
2.692807,18,1318.145396
16.158815,28,1318.641287
93.010876,84,1320.172132
79.241099,72,1321.425108
16.022313,27,1321.953034
-1.001351,16,1322.248503
51.806614,54,1323.274385
-20.0,1,1323.294316
-20.0,1,1323.3144
1.405373,16,1323.597454
83.048618,77,1324.955254
-2.31795,14,1325.193639
-20.0,1,1325.213415
6.399112,21,1325.603094
-7.584603,10,1325.791627
29.858745,37,1326.460707
63.806235,64,1327.583506
18.598234,28,1328.108669
46.036573,48,1328.965417
-3.55003,13,1329.19838
-12.470022,7,1329.323934
84.554646,80,1330.813806
23.166022,32,1331.466931
-20.0,1,1331.490543
-7.944118,10,1331.70463
-14.762399,5,1331.829348
-20.0,1,1331.855184
3.565588,18,1332.519029
-4.930782,12,1333.12745
-14.363472,5,1333.331419
-20.0,1,1333.363845
-20.0,1,1333.400737
-20.0,1,1333.442089
19.311219,29,1334.043554
3.514926,20,1334.471687
-20.0,1,1334.492931
-11.960798,7,1334.622061
-20.0,1,1334.642568
30.268072,37,1335.388993
-20.0,1,1335.412956
-20.0,1,1335.435157
39.109123,44,1336.260047
-20.0,1,1336.28136
-3.332288,13,1336.518992
8.419408,23,1336.974772
-20.0,1,1336.994653
-6.986554,11,1337.19418
15.128685,26,1337.660499
56.091836,58,1338.770265
-6.529417,11,1338.979385
-20.0,1,1339.001136
-20.0,1,1339.023563
-20.0,1,1339.045356
49.108491,52,1340.013483
-10.040706,8,1340.165127
-13.159521,6,1340.283039
55.563007,56,1341.356358
-20.0,1,1341.376607
11.65854,24,1341.821527
-10.145186,9,1342.007036
-4.831373,12,1342.238027
-20.0,1,1342.258587
-13.050188,6,1342.382016
11.103794,23,1342.796855
35.050505,41,1343.536068
-20.0,1,1343.557316
-20.0,1,1343.577801
-10.775282,8,1343.719264
32.3586,39,1344.441854
12.961764,25,1344.90568
39.071472,45,1345.696788
-12.09107,7,1345.829113
-20.0,1,1345.852735
-15.854104,4,1345.924801
29.269724,38,1346.633976
6.209768,20,1347.039016
1.705066,17,1347.373108
67.763493,65,1348.596736
-20.0,1,1348.617063
-10.365827,8,1348.761036
-8.790161,9,1348.947137
17.496268,29,1349.497989
21.380154,32,1350.098226
17.983147,29,1350.670068
20.630468,31,1351.225054
79.518856,75,1352.516618
46.207213,51,1353.517427
-20.0,1,1353.54462
-7.298945,10,1353.731504
68.901132,66,1354.938131
1.676056,17,1355.246425
-3.15572,14,1355.51033
-20.0,1,1355.532826
96.799064,88,1357.17583
-20.0,1,1357.196295
-20.0,1,1357.216823
-7.763238,10,1357.407734
-3.26381,13,1357.647715
62.956912,62,1358.775792
60.405059,61,1359.835273
85.641359,81,1361.298389
-20.0,1,1361.318064
141.124469,101,1363.115408
6.296889,20,1363.487111
-18.571602,2,1363.529412
36.191879,44,1364.366685
-20.0,1,1364.388195
-20.0,1,1364.410028
74.080369,71,1365.638255
-20.0,1,1365.657637
20.763981,30,1366.184108
62.455632,61,1367.269786
-20.0,1,1367.291872
60.643469,61,1368.384052
58.139332,59,1369.461666
-10.588593,8,1369.62326
96.631745,83,1371.147535
17.491172,28,1371.661272
4.501543,19,1372.031342
1.057386,16,1372.345556
-20.0,1,1372.366348
-20.0,1,1372.386025
11.226966,24,1372.815565
-20.0,1,1372.842301
-3.457809,14,1373.098322
142.777527,101,1374.963409
-3.697952,13,1375.199991
31.810374,40,1375.929621
-20.0,1,1375.950068
-8.857726,9,1376.115419
142.199221,101,1377.956279
61.778322,62,1379.137795
32.11441,38,1379.849424
18.351508,29,1380.377748
96.58359,85,1382.098903
-20.0,1,1382.119238
-1.356083,15,1382.388498
9.261038,23,1382.849345
-20.0,1,1382.873596
0.336965,16,1383.198521
38.469502,45,1384.025648
70.451548,81,1385.458039
9.141407,22,1385.845636
-20.0,1,1385.866844
1.190375,17,1386.180814
-20.0,1,1386.201316
-20.0,1,1386.221687
-20.0,1,1386.242093
-9.641904,9,1386.414903
-20.0,1,1386.43694
16.174848,27,1386.971977
12.958036,25,1387.462432
-10.424385,8,1387.615724
-20.0,1,1387.642208
-20.0,1,1387.664009
-2.985247,14,1387.938623
20.192506,31,1388.500473
-20.0,1,1388.522586
-20.0,1,1388.543638
141.743936,101,1390.296592
21.181676,31,1390.821123
20.896062,33,1391.518796
24.193559,34,1392.26236
-20.0,1,1392.284715
14.818236,26,1392.802195
21.477804,35,1393.568033
-20.0,1,1393.591
2.97542,18,1393.964518
22.81979,33,1394.592971
-7.592411,10,1394.783017
32.210972,42,1395.574805
56.334764,58,1396.704497
3.026938,17,1397.035094
3.792144,19,1397.392941
-20.0,1,1397.414109
5.521871,21,1397.820647
-20.0,1,1397.84512
14.056319,25,1398.321459
-5.931336,12,1398.553558
59.417901,63,1399.714687
21.041085,31,1400.312029
-20.0,1,1400.334466
-11.921425,7,1400.467505
-20.0,1,1400.488619
-15.945401,4,1400.568267
28.882687,38,1401.367591
-20.0,1,1401.388897
-2.588895,14,1401.641899
14.609694,27,1402.153359
-20.0,1,1402.175354
-20.0,1,1402.19811
13.933855,26,1402.671936
12.431889,27,1403.191136
-6.030733,12,1403.406335
-20.0,1,1403.427526
-1.848154,16,1403.728944
21.164447,31,1404.333655
-6.633214,11,1404.541218
141.83612,101,1406.448877
15.055298,27,1406.94761
7.721856,21,1407.425323
59.869762,59,1408.583526
25.761436,35,1409.230181
-6.403328,12,1409.453975
9.8689,24,1409.906872
-20.0,1,1409.928873
9.188638,23,1410.352627
-20.0,1,1410.372914
-1.617658,15,1410.650371
-20.0,1,1410.673841
77.762758,73,1412.088292
18.885358,30,1412.637122
6.950353,22,1413.085145
79.175067,71,1414.327688
20.555524,33,1414.916942
-20.0,1,1414.937062
-20.0,1,1414.956778
-20.0,1,1414.976424
-17.32316,3,1415.035336
12.520907,26,1415.502853
-20.0,1,1415.522925
36.014711,42,1416.336511
-20.0,1,1416.357331
8.52563,22,1416.778692
-12.766183,7,1416.934085
59.907075,60,1418.033401
6.404964,20,1418.394192
5.506338,20,1418.76055
20.234245,33,1419.380545
-20.0,1,1419.401126
-20.0,1,1419.421467
-20.0,1,1419.440741
-2.65385,14,1419.714975
10.840187,23,1420.163617
-20.0,1,1420.250366
14.28981,28,1420.740735
9.453632,23,1421.170407
-20.0,1,1421.193883
43.625687,47,1422.098326
72.966435,69,1423.334352
137.948898,101,1425.124224
6.416425,20,1425.465641
-17.164104,3,1425.519689
92.513087,85,1427.07293
-20.0,1,1427.097517
-20.0,1,1427.119103
-11.924303,7,1427.246781
139.787718,101,1429.052298
-20.0,1,1429.07224
51.200266,54,1430.055299
15.480373,28,1430.597692
57.722334,58,1431.697692
32.595473,40,1432.443816
-5.922114,12,1432.682543
-20.0,1,1432.703447
-20.0,1,1432.724094
-20.0,1,1432.745293
40.687246,48,1433.604404
-20.0,1,1433.625052
-20.0,1,1433.645088
-20.0,1,1433.665635
-20.0,1,1433.686268
95.169642,84,1435.2209
-20.0,1,1435.240905
-20.0,1,1435.261259
138.446853,101,1437.123243
-20.0,1,1437.143792
-20.0,1,1437.163458
4.090108,18,1437.483107
-20.0,1,1437.503359
-2.453911,15,1437.774412
131.797281,101,1439.685711
-20.0,1,1439.706302
-12.676068,7,1439.842429
63.70672,61,1440.959203
-20.0,1,1440.982588
38.95689,45,1441.832252
55.380376,57,1442.862761
-20.0,1,1442.882945
10.131297,25,1443.342481
143.093253,101,1445.251033
23.905719,35,1445.911711
-20.0,1,1445.933041
-20.0,1,1445.954245
22.352216,31,1446.538564
69.857259,68,1447.634561
56.455124,58,1448.665631
5.559702,19,1449.039523
20.270444,30,1449.57383
-7.825534,11,1449.774338
-20.0,1,1449.796721
-5.194649,13,1450.053302
11.056392,24,1450.479175
-20.0,1,1450.501163
-2.934536,14,1450.755648
15.919982,29,1451.393271
-20.0,1,1451.413413
-20.0,1,1451.433732
-9.79046,9,1451.604855
-20.0,1,1451.625819
0.542667,17,1451.948785
138.999676,101,1454.362914
-12.357188,7,1454.496779
26.909556,35,1455.142015
-14.52083,5,1455.237242
-8.083329,10,1455.425448
-18.640033,2,1455.466617
137.777615,101,1457.354156
-20.0,1,1457.375371
15.812937,27,1457.86568
9.625098,29,1458.365549
-20.0,1,1458.385043
-20.0,1,1458.405151
-20.0,1,1458.425534
-9.031798,10,1458.623239
-20.0,1,1458.644997
47.333716,52,1459.579613
-6.579698,11,1459.777492
-20.0,1,1459.797776
48.465176,51,1460.732955
22.801968,32,1461.348655
15.464487,26,1461.82578
100.141683,91,1463.529704
-5.664421,12,1463.75699
27.726274,37,1464.472296
-20.0,1,1464.492672
21.251516,32,1465.068626
5.911895,20,1465.436229
-20.0,1,1465.456891
-20.0,1,1465.477064
140.354965,101,1467.339977
-20.0,1,1467.360874
26.982859,37,1468.068111
4.852896,19,1468.426438
41.757947,49,1469.325096
6.070691,20,1469.707036
-2.530378,15,1469.995705
-20.0,1,1470.016771
13.929012,26,1470.489148
3.708451,20,1470.868807
31.631245,40,1471.580483
108.775884,94,1473.327228
-7.790769,10,1473.507951
-20.0,1,1473.528539
-20.0,1,1473.548541
-13.546677,6,1473.658317
15.374838,26,1474.143758
-20.0,1,1474.163376
22.575739,36,1474.802692
84.936408,75,1476.155763
-20.0,1,1476.17611
-20.0,1,1476.195536
21.465585,31,1476.769243
40.586025,44,1477.52482
7.394798,23,1477.936894
-5.920941,12,1478.166061
97.283554,90,1479.774212
-15.233856,6,1479.887289
16.249436,28,1480.379279
7.283603,21,1480.740297
-20.0,1,1480.760352
49.330643,53,1481.761427
3.144611,18,1482.092028
6.864505,20,1482.464407
40.568981,44,1483.252638
-14.50396,5,1483.339315
2.125198,17,1483.657923
31.068519,39,1484.427615
-20.0,1,1484.447801
19.715733,32,1485.06702
-20.0,1,1485.086885
-20.0,1,1485.106672
73.009122,69,1486.366785
-20.0,1,1486.386282
-5.146502,12,1486.604912
24.178921,33,1487.212688
-2.466096,14,1487.458131
67.352447,69,1488.691279
-20.0,1,1488.713116
13.29667,25,1489.194534
-20.0,1,1489.214849
12.900227,26,1489.685893
78.042359,71,1491.053066
-2.60208,14,1491.327666
-20.0,1,1491.348454
77.591203,72,1492.707324
25.03841,34,1493.372727
